2032900;Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas - Congeladas - Outras
2041000;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Carcaças e meias-carcaças de cordeiro, frescas ou refrigeradas
2042100;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Outras carnes de animais da espécie ovina, frescas ou refrigeradas - Carcaças e meias-carcaças
2042200;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Outras carnes de animais da espécie ovina, frescas ou refrigeradas - Outras peças não desossadas
2042300;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Outras carnes de animais da espécie ovina, frescas ou refrigeradas - Desossadas
2043000;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Carcaças e meias-carcaças de cordeiro, congeladas
2044100;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Outras carnes de animais da espécie ovina, congeladas - Carcaças e meias-carcaças
2044200;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Outras carnes de animais da espécie ovina, congeladas - Outras peças não desossadas
2044300;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Outras carnes de animais da espécie ovina, congeladas - Desossadas
2045000;Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas - Carnes de animais da espécie caprina
2050000;Carnes de animais das espécies cavalar, asinina e muar, frescas, refrigeradas ou congeladas
2061000;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie bovina, frescas ou refrigeradas
2062100;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie bovina, congeladas - Línguas
2062200;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie bovina, congeladas - Fígados
2062910;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie bovina, congeladas - Outras - Rabos
2062990;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie bovina, congeladas - Outras - Outros
2063000;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie suína, frescas ou refrigeradas
2064100;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie suína, congeladas - Fígados
2064900;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Da espécie suína, congeladas - Outras
2068000;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Outras, frescas ou refrigeradas
2069000;Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas - Outras, congeladas
2071100;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De galos e de galinhas - Não cortadas em pedaços, frescas ou refrigeradas
2071200;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De galos e de galinhas - Não cortadas em pedaços, congeladas
2071300;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De galos e de galinhas - Pedaços e miudezas, frescos ou refrigerados
2071400;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De galos e de galinhas - Pedaços e miudezas, congelados
2072400;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De peruas e de perus - Não cortadas em pedaços, frescas ou refrigeradas
2072500;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De peruas e de perus - Não cortadas em pedaços, congeladas
2072600;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De peruas e de perus - Pedaços e miudezas, frescos ou refrigerados
2072700;Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05 - De peruas e de perus - Pedaços e miudezas, congelados
